Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
04-Sep-96,Sunderland,Newcastle,1,2,A,1,0,H
04-Sep-96,Wimbledon,Tottenham,1,0,H,1,0,H
07-Sep-96,Aston Villa,Arsenal,2,2,D,1,0,H
07-Sep-96,Leeds,Man United,0,4,A,0,1,A
07-Sep-96,Liverpool,Southampton,2,1,H,1,0,H
07-Sep-96,Middlesbrough,Coventry,4,0,H,2,0,H
07-Sep-96,Nott'm Forest,Leicester,0,0,D,0,0,D
07-Sep-96,Sheffield Weds,Chelsea,0,2,A,0,1,A
07-Sep-96,Tottenham,Newcastle,1,2,A,1,1,D
07-Sep-96,Wimbledon,Everton,4,0,H,1,0,H
08-Sep-96,Sunderland,West Ham,0,0,D,0,0,D
09-Sep-96,Blackburn,Derby,1,2,A,1,1,D
14-Sep-96,Coventry,Leeds,2,1,H,0,1,A
14-Sep-96,Derby,Sunderland,1,0,H,0,0,D
14-Sep-96,Everton,Middlesbrough,1,2,A,1,0,H
14-Sep-96,Man United,Nott'm Forest,4,1,H,2,1,H
14-Sep-96,Newcastle,Blackburn,2,1,H,1,0,H
14-Sep-96,Southampton,Tottenham,0,1,A,0,0,D
14-Sep-96,West Ham,Wimbledon,0,2,A,0,0,D
15-Sep-96,Chelsea,Aston Villa,1,1,D,1,1,D
15-Sep-96,Leicester,Liverpool,0,3,A,0,0,D
16-Sep-96,Arsenal,Sheffield Weds,4,1,H,0,1,A
21-Sep-96,Aston Villa,Man United,0,0,D,0,0,D
21-Sep-96,Blackburn,Everton,1,1,D,1,1,D
21-Sep-96,Leeds,Newcastle,0,1,A,0,0,D
21-Sep-96,Liverpool,Chelsea,5,1,H,3,0,H
21-Sep-96,Middlesbrough,Arsenal,0,2,A,0,2,A
21-Sep-96,Nott'm Forest,West Ham,0,2,A,0,1,A
21-Sep-96,Sheffield Weds,Derby,0,0,D,0,0,D
21-Sep-96,Sunderland,Coventry,1,0,H,0,0,D
22-Sep-96,Tottenham,Leicester,1,2,A,0,1,A
23-Sep-96,Wimbledon,Southampton,3,1,H,2,0,H
28-Sep-96,Arsenal,Sunderland,2,0,H,0,0,D
28-Sep-96,Chelsea,Nott'm Forest,1,1,D,0,0,D
28-Sep-96,Coventry,Blackburn,0,0,D,0,0,D
28-Sep-96,Derby,Wimbledon,0,2,A,0,0,D
28-Sep-96,Everton,Sheffield Weds,2,0,H,1,0,H
28-Sep-96,Leicester,Leeds,1,0,H,0,0,D
28-Sep-96,Southampton,Middlesbrough,4,0,H,2,0,H
29-Sep-96,Man United,Tottenham,2,0,H,1,0,H
29-Sep-96,West Ham,Liverpool,1,2,A,1,1,D
30-Sep-96,Newcastle,Aston Villa,4,3,H,3,1,H
12-Oct-96,Blackburn,Arsenal,0,2,A,0,1,A
12-Oct-96,Derby,Newcastle,0,1,A,0,0,D
12-Oct-96,Everton,West Ham,2,1,H,1,0,H
12-Oct-96,Leeds,Nott'm Forest,2,0,H,0,0,D
12-Oct-96,Leicester,Chelsea,1,3,A,1,0,H
12-Oct-96,Man United,Liverpool,1,0,H,1,0,H
12-Oct-96,Tottenham,Aston Villa,1,0,H,0,0,D
12-Oct-96,Wimbledon,Sheffield Weds,4,2,H,2,1,H
13-Oct-96,Coventry,Southampton,1,1,D,0,1,A
14-Oct-96,Sunderland,Middlesbrough,2,2,D,1,1,D
19-Oct-96,Arsenal,Coventry,0,0,D,0,0,D
19-Oct-96,Aston Villa,Leeds,2,0,H,0,0,D
19-Oct-96,Chelsea,Wimbledon,2,4,A,1,2,A
19-Oct-96,Middlesbrough,Tottenham,0,3,A,0,2,A
19-Oct-96,Nott'm Forest,Derby,1,1,D,1,0,H
19-Oct-96,Sheffield Weds,Blackburn,1,1,D,1,0,H
19-Oct-96,Southampton,Sunderland,3,0,H,1,0,H
19-Oct-96,West Ham,Leicester,1,0,H,0,0,D
20-Oct-96,Newcastle,Man United,5,0,H,2,0,H
26-Oct-96,Arsenal,Leeds,3,0,H,2,0,H
26-Oct-96,Chelsea,Tottenham,3,1,H,1,1,D
26-Oct-96,Coventry,Sheffield Weds,0,0,D,0,0,D
26-Oct-96,Leicester,Newcastle,2,0,H,1,0,H
26-Oct-96,Middlesbrough,Wimbledon,0,0,D,0,0,D
26-Oct-96,Southampton,Man United,6,3,H,3,1,H
26-Oct-96,Sunderland,Aston Villa,1,0,H,1,0,H
26-Oct-96,West Ham,Blackburn,2,1,H,0,1,A
27-Oct-96,Liverpool,Derby,2,1,H,0,0,D
28-Oct-96,Nott'm Forest,Everton,0,1,A,0,1,A
02-Nov-96,Aston Villa,Nott'm Forest,2,0,H,1,0,H
02-Nov-96,Derby,Leicester,2,0,H,0,0,D
02-Nov-96,Leeds,Sunderland,3,0,H,1,0,H
02-Nov-96,Man United,Chelsea,1,2,A,0,1,A
02-Nov-96,Sheffield Weds,Southampton,1,1,D,1,0,H
02-Nov-96,Tottenham,West Ham,1,0,H,0,0,D
02-Nov-96,Wimbledon,Arsenal,2,2,D,1,1,D
03-Nov-96,Blackburn,Liverpool,3,0,H,2,0,H
03-Nov-96,Newcastle,Middlesbrough,3,1,H,1,0,H
04-Nov-96,Everton,Coventry,1,1,D,1,0,H
16-Nov-96,Aston Villa,Leicester,1,3,A,1,2,A
16-Nov-96,Blackburn,Chelsea,1,1,D,0,0,D
16-Nov-96,Everton,Southampton,7,1,H,5,1,H
16-Nov-96,Leeds,Liverpool,0,2,A,0,1,A
16-Nov-96,Man United,Arsenal,1,0,H,0,0,D
16-Nov-96,Newcastle,West Ham,1,1,D,0,1,A
16-Nov-96,Tottenham,Sunderland,2,0,H,1,0,H
16-Nov-96,Wimbledon,Coventry,2,2,D,1,0,H
17-Nov-96,Derby,Middlesbrough,2,1,H,1,0,H
18-Nov-96,Sheffield Weds,Nott'm Forest,2,0,H,0,0,D
20-Nov-96,Liverpool,Everton,1,1,D,1,0,H
23-Nov-96,Chelsea,Newcastle,1,1,D,1,1,D
23-Nov-96,Coventry,Aston Villa,1,2,A,0,1,A
23-Nov-96,Leicester,Everton,1,2,A,0,1,A
23-Nov-96,Liverpool,Wimbledon,1,1,D,1,0,H
23-Nov-96,Middlesbrough,Man United,2,2,D,1,1,D
23-Nov-96,Southampton,Leeds,0,2,A,0,0,D
23-Nov-96,Sunderland,Sheffield Weds,1,1,D,0,0,D
23-Nov-96,West Ham,Derby,1,1,D,1,1,D
24-Nov-96,Arsenal,Tottenham,3,1,H,1,0,H
25-Nov-96,Nott'm Forest,Blackburn,2,2,D,1,0,H
30-Nov-96,Aston Villa,Middlesbrough,1,0,H,1,0,H
30-Nov-96,Blackburn,Southampton,2,1,H,1,0,H
30-Nov-96,Derby,Coventry,2,1,H,1,1,D
30-Nov-96,Everton,Sunderland,1,3,A,0,0,D
30-Nov-96,Man United,Leicester,3,1,H,0,0,D
30-Nov-96,Newcastle,Arsenal,1,2,A,1,1,D
30-Nov-96,Sheffield Weds,West Ham,0,0,D,0,0,D
30-Nov-96,Wimbledon,Nott'm Forest,1,0,H,1,0,H
01-Dec-96,Leeds,Chelsea,2,0,H,2,0,H
02-Dec-96,Tottenham,Liverpool,0,2,A,0,1,A
03-Dec-96,Middlesbrough,Leicester,0,2,A,0,1,A
04-Dec-96,Arsenal,Southampton,3,1,H,1,0,H
04-Dec-96,West Ham,Aston Villa,0,2,A,0,1,A
07-Dec-96,Arsenal,Derby,2,2,D,1,0,H
07-Dec-96,Chelsea,Everton,2,2,D,1,2,A
07-Dec-96,Coventry,Tottenham,1,2,A,0,1,A
07-Dec-96,Leicester,Blackburn,1,1,D,0,1,A
07-Dec-96,Liverpool,Sheffield Weds,0,1,A,0,1,A
07-Dec-96,Middlesbrough,Leeds,0,0,D,0,0,D
07-Dec-96,Southampton,Aston Villa,0,1,A,0,1,A
07-Dec-96,Sunderland,Wimbledon,1,3,A,0,2,A
08-Dec-96,West Ham,Man United,2,2,D,0,0,D
09-Dec-96,Nott'm Forest,Newcastle,0,0,D,0,0,D
14-Dec-96,Leeds,Tottenham,0,0,D,0,0,D
14-Dec-96,Liverpool,Middlesbrough,5,1,H,3,0,H
14-Dec-96,Wimbledon,Blackburn,1,0,H,0,0,D
15-Dec-96,Sunderland,Chelsea,3,0,H,1,0,H
16-Dec-96,Derby,Everton,0,1,A,0,0,D
17-Dec-96,Coventry,Newcastle,2,1,H,2,0,H
17-Dec-96,Liverpool,Nott'm Forest,4,2,H,2,1,H
18-Dec-96,Sheffield Weds,Man United,1,1,D,0,0,D
21-Dec-96,Chelsea,West Ham,3,1,H,3,1,H
21-Dec-96,Everton,Leeds,0,0,D,0,0,D
21-Dec-96,Leicester,Coventry,0,2,A,0,1,A
21-Dec-96,Man United,Sunderland,5,0,H,2,0,H
21-Dec-96,Nott'm Forest,Arsenal,2,1,H,0,0,D
21-Dec-96,Southampton,Derby,3,1,H,2,1,H
21-Dec-96,Tottenham,Sheffield Weds,1,1,D,1,1,D
22-Dec-96,Aston Villa,Wimbledon,5,0,H,2,0,H
23-Dec-96,Newcastle,Liverpool,1,1,D,1,1,D
26-Dec-96,Aston Villa,Chelsea,0,2,A,0,0,D
26-Dec-96,Blackburn,Newcastle,1,0,H,0,0,D
26-Dec-96,Leeds,Coventry,1,3,A,1,3,A
26-Dec-96,Liverpool,Leicester,1,1,D,0,0,D
26-Dec-96,Middlesbrough,Everton,4,2,H,2,2,D
26-Dec-96,Nott'm Forest,Man United,0,4,A,0,2,A
26-Dec-96,Sheffield Weds,Arsenal,0,0,D,0,0,D
26-Dec-96,Sunderland,Derby,2,0,H,0,0,D
26-Dec-96,Tottenham,Southampton,3,1,H,2,1,H
28-Dec-96,Arsenal,Aston Villa,2,2,D,1,0,H
28-Dec-96,Chelsea,Sheffield Weds,2,2,D,2,1,H
28-Dec-96,Coventry,Middlesbrough,3,0,H,1,0,H
28-Dec-96,Derby,Blackburn,0,0,D,0,0,D
28-Dec-96,Everton,Wimbledon,1,3,A,1,0,H
28-Dec-96,Leicester,Nott'm Forest,2,2,D,1,1,D
28-Dec-96,Man United,Leeds,1,0,H,1,0,H
28-Dec-96,Newcastle,Tottenham,7,1,H,2,0,H
28-Dec-96,West Ham,Sunderland,2,0,H,1,0,H
29-Dec-96,Southampton,Liverpool,0,1,A,0,0,D
01-Jan-97,Arsenal,Middlesbrough,2,0,H,2,0,H
01-Jan-97,Chelsea,Liverpool,1,0,H,1,0,H
01-Jan-97,Coventry,Sunderland,2,2,D,2,2,D
01-Jan-97,Everton,Blackburn,0,2,A,0,2,A
01-Jan-97,Man United,Aston Villa,0,0,D,0,0,D
01-Jan-97,Newcastle,Leeds,3,0,H,1,0,H
01-Jan-97,West Ham,Nott'm Forest,0,1,A,0,1,A
11-Jan-97,Aston Villa,Newcastle,2,2,D,1,2,A
11-Jan-97,Blackburn,Coventry,4,0,H,3,0,H
11-Jan-97,Leeds,Leicester,3,0,H,2,0,H
11-Jan-97,Liverpool,West Ham,0,0,D,0,0,D
11-Jan-97,Middlesbrough,Southampton,0,1,A,0,0,D
11-Jan-97,Nott'm Forest,Chelsea,2,0,H,1,0,H
11-Jan-97,Sheffield Weds,Everton,2,1,H,1,0,H
11-Jan-97,Sunderland,Arsenal,1,0,H,0,0,D
11-Jan-97,Wimbledon,Derby,1,1,D,0,0,D
12-Jan-97,Tottenham,Man United,1,2,A,1,1,D
18-Jan-97,Chelsea,Derby,3,1,H,2,1,H
18-Jan-97,Coventry,Man United,0,2,A,0,0,D
18-Jan-97,Leicester,Wimbledon,1,0,H,0,0,D
18-Jan-97,Liverpool,Aston Villa,3,0,H,0,0,D
18-Jan-97,Middlesbrough,Sheffield Weds,4,2,H,2,1,H
18-Jan-97,Southampton,Newcastle,2,2,D,0,1,A
18-Jan-97,Sunderland,Blackburn,0,0,D,0,0,D
19-Jan-97,Arsenal,Everton,3,1,H,0,0,D
19-Jan-97,Nott'm Forest,Tottenham,2,1,H,0,1,A
20-Jan-97,West Ham,Leeds,0,2,A,0,0,D
29-Jan-97,Aston Villa,Sheffield Weds,0,1,A,0,0,D
29-Jan-97,Leeds,Derby,0,0,D,0,0,D
29-Jan-97,Leicester,Sunderland,1,1,D,1,1,D
29-Jan-97,Man United,Wimbledon,2,1,H,0,0,D
29-Jan-97,Newcastle,Everton,4,1,H,0,1,A
29-Jan-97,Nott'm Forest,Coventry,0,1,A,0,0,D
29-Jan-97,Tottenham,Blackburn,2,1,H,1,0,H
29-Jan-97,West Ham,Arsenal,1,2,A,0,1,A
01-Feb-97,Aston Villa,Sunderland,1,0,H,1,0,H
01-Feb-97,Blackburn,West Ham,2,1,H,2,0,H
01-Feb-97,Derby,Liverpool,0,1,A,0,0,D
01-Feb-97,Everton,Nott'm Forest,2,0,H,0,0,D
01-Feb-97,Leeds,Arsenal,0,0,D,0,0,D
01-Feb-97,Man United,Southampton,2,1,H,1,1,D
01-Feb-97,Sheffield Weds,Coventry,0,0,D,0,0,D
01-Feb-97,Tottenham,Chelsea,1,2,A,0,1,A
01-Feb-97,Wimbledon,Middlesbrough,1,1,D,1,0,H
02-Feb-97,Newcastle,Leicester,4,3,H,1,0,H
15-Feb-97,Derby,West Ham,1,0,H,0,0,D
15-Feb-97,Tottenham,Arsenal,0,0,D,0,0,D
19-Feb-97,Arsenal,Man United,1,2,A,0,2,A
19-Feb-97,Aston Villa,Coventry,2,1,H,1,0,H
19-Feb-97,Derby,Sheffield Weds,2,2,D,1,1,D
19-Feb-97,Liverpool,Leeds,4,0,H,3,0,H
22-Feb-97,Chelsea,Man United,1,1,D,1,0,H
22-Feb-97,Coventry,Everton,0,0,D,0,0,D
22-Feb-97,Leicester,Derby,4,2,H,3,1,H
22-Feb-97,Liverpool,Blackburn,0,0,D,0,0,D
22-Feb-97,Middlesbrough,Newcastle,0,1,A,0,1,A
22-Feb-97,Nott'm Forest,Aston Villa,0,0,D,0,0,D
22-Feb-97,Southampton,Sheffield Weds,2,3,A,2,0,H
22-Feb-97,Sunderland,Leeds,0,1,A,0,0,D
23-Feb-97,Arsenal,Wimbledon,0,1,A,0,1,A
24-Feb-97,West Ham,Tottenham,4,3,H,3,2,H
26-Feb-97,Southampton,Wimbledon,0,0,D,0,0,D
01-Mar-97,Blackburn,Sunderland,1,0,H,0,0,D
01-Mar-97,Derby,Chelsea,3,2,H,0,1,A
01-Mar-97,Everton,Arsenal,0,2,A,0,2,A
01-Mar-97,Leeds,West Ham,1,0,H,0,0,D
01-Mar-97,Man United,Coventry,3,1,H,2,0,H
01-Mar-97,Newcastle,Southampton,0,1,A,0,0,D
01-Mar-97,Sheffield Weds,Middlesbrough,3,1,H,2,0,H
01-Mar-97,Tottenham,Nott'm Forest,0,1,A,0,1,A
01-Mar-97,Wimbledon,Leicester,1,3,A,0,3,A
02-Mar-97,Aston Villa,Liverpool,1,0,H,0,0,D
03-Mar-97,Coventry,Wimbledon,1,1,D,1,1,D
04-Mar-97,Sunderland,Tottenham,0,4,A,0,3,A
05-Mar-97,Chelsea,Blackburn,1,1,D,0,0,D
05-Mar-97,Leicester,Aston Villa,1,0,H,0,0,D
05-Mar-97,Middlesbrough,Derby,6,1,H,1,0,H
05-Mar-97,Nott'm Forest,Sheffield Weds,0,3,A,0,0,D
05-Mar-97,Southampton,Everton,2,2,D,0,2,A
08-Mar-97,Arsenal,Nott'm Forest,2,0,H,0,0,D
08-Mar-97,Coventry,Leicester,0,0,D,0,0,D
08-Mar-97,Leeds,Everton,1,0,H,1,0,H
08-Mar-97,Sunderland,Man United,2,1,H,0,0,D
10-Mar-97,Liverpool,Newcastle,4,3,H,3,0,H
11-Mar-97,Blackburn,Nott'm Forest,1,1,D,0,1,A
12-Mar-97,Leeds,Southampton,0,0,D,0,0,D
12-Mar-97,Sheffield Weds,Sunderland,2,1,H,1,1,D
12-Mar-97,West Ham,Chelsea,3,2,H,0,1,A
15-Mar-97,Aston Villa,West Ham,0,0,D,0,0,D
15-Mar-97,Blackburn,Wimbledon,3,1,H,2,1,H
15-Mar-97,Everton,Derby,1,0,H,0,0,D
15-Mar-97,Leicester,Middlesbrough,1,3,A,0,3,A
15-Mar-97,Man United,Sheffield Weds,2,0,H,1,0,H
15-Mar-97,Newcastle,Coventry,4,0,H,2,0,H
15-Mar-97,Nott'm Forest,Liverpool,1,1,D,1,1,D
15-Mar-97,Southampton,Arsenal,0,2,A,0,1,A
15-Mar-97,Tottenham,Leeds,1,0,H,1,0,H
16-Mar-97,Chelsea,Sunderland,6,2,H,2,0,H
18-Mar-97,Wimbledon,West Ham,1,1,D,1,0,H
19-Mar-97,Chelsea,Southampton,1,0,H,1,0,H
19-Mar-97,Leicester,Tottenham,1,1,D,0,0,D
19-Mar-97,Middlesbrough,Blackburn,2,1,H,1,0,H
22-Mar-97,Blackburn,Aston Villa,0,2,A,0,0,D
22-Mar-97,Coventry,West Ham,1,3,A,1,2,A
22-Mar-97,Derby,Tottenham,4,2,H,2,1,H
22-Mar-97,Everton,Man United,0,2,A,0,1,A
22-Mar-97,Middlesbrough,Chelsea,1,0,H,0,0,D
22-Mar-97,Sheffield Weds,Leeds,2,2,D,1,2,A
22-Mar-97,Southampton,Leicester,2,2,D,1,0,H
22-Mar-97,Sunderland,Nott'm Forest,1,1,D,0,0,D
23-Mar-97,Wimbledon,Newcastle,1,1,D,1,0,H
24-Mar-97,Arsenal,Liverpool,1,2,A,0,0,D
24-Mar-97,Middlesbrough,Nott'm Forest,1,1,D,0,1,A
05-Apr-97,Aston Villa,Everton,3,1,H,1,1,D
05-Apr-97,Chelsea,Arsenal,0,3,A,0,1,A
05-Apr-97,Man United,Derby,2,3,A,0,2,A
05-Apr-97,Newcastle,Sunderland,1,1,D,0,1,A
05-Apr-97,Nott'm Forest,Southampton,1,3,A,0,1,A
05-Apr-97,Tottenham,Wimbledon,1,0,H,0,0,D
06-Apr-97,Liverpool,Coventry,1,2,A,0,0,D
07-Apr-97,Leeds,Blackburn,0,0,D,0,0,D
09-Apr-97,Coventry,Chelsea,3,1,H,0,1,A
09-Apr-97,Derby,Southampton,1,1,D,0,0,D
09-Apr-97,Everton,Leicester,1,1,D,1,0,H
09-Apr-97,Sheffield Weds,Tottenham,2,1,H,1,1,D
09-Apr-97,West Ham,Middlesbrough,0,0,D,0,0,D
09-Apr-97,Wimbledon,Aston Villa,0,2,A,0,1,A
12-Apr-97,Arsenal,Leicester,2,0,H,1,0,H
12-Apr-97,Blackburn,Man United,2,3,A,1,2,A
12-Apr-97,Derby,Aston Villa,2,1,H,2,0,H
12-Apr-97,Everton,Tottenham,1,0,H,1,0,H
12-Apr-97,Southampton,West Ham,2,0,H,2,0,H
13-Apr-97,Sheffield Weds,Newcastle,1,1,D,0,1,A
13-Apr-97,Sunderland,Liverpool,1,2,A,0,1,A
16-Apr-97,Everton,Liverpool,1,1,D,0,1,A
16-Apr-97,Newcastle,Chelsea,3,1,H,3,0,H
16-Apr-97,Wimbledon,Leeds,2,0,H,1,0,H
19-Apr-97,Arsenal,Blackburn,1,1,D,1,0,H
19-Apr-97,Aston Villa,Tottenham,1,1,D,0,0,D
19-Apr-97,Chelsea,Leicester,2,1,H,1,0,H
19-Apr-97,Liverpool,Man United,1,3,A,1,2,A
19-Apr-97,Middlesbrough,Sunderland,0,1,A,0,1,A
19-Apr-97,Newcastle,Derby,3,1,H,1,1,D
19-Apr-97,Nott'm Forest,Leeds,1,1,D,1,0,H
19-Apr-97,Sheffield Weds,Wimbledon,3,1,H,1,0,H
19-Apr-97,Southampton,Coventry,2,2,D,1,0,H
19-Apr-97,West Ham,Everton,2,2,D,2,0,H
21-Apr-97,Coventry,Arsenal,1,1,D,1,1,D
22-Apr-97,Blackburn,Sheffield Weds,4,1,H,3,0,H
22-Apr-97,Leeds,Aston Villa,0,0,D,0,0,D
22-Apr-97,Sunderland,Southampton,0,1,A,0,1,A
22-Apr-97,Wimbledon,Chelsea,0,1,A,0,1,A
23-Apr-97,Derby,Nott'm Forest,0,0,D,0,0,D
23-Apr-97,Leicester,West Ham,0,1,A,0,0,D
24-Apr-97,Tottenham,Middlesbrough,1,0,H,0,0,D
03-May-97,Arsenal,Newcastle,0,1,A,0,1,A
03-May-97,Chelsea,Leeds,0,0,D,0,0,D
03-May-97,Coventry,Derby,1,2,A,0,0,D
03-May-97,Leicester,Man United,2,2,D,2,1,H
03-May-97,Liverpool,Tottenham,2,1,H,2,1,H
03-May-97,Middlesbrough,Aston Villa,3,2,H,2,0,H
03-May-97,Nott'm Forest,Wimbledon,1,1,D,0,1,A
03-May-97,Southampton,Blackburn,2,0,H,1,0,H
03-May-97,Sunderland,Everton,3,0,H,1,0,H
03-May-97,West Ham,Sheffield Weds,5,1,H,3,0,H
05-May-97,Man United,Middlesbrough,3,3,D,2,3,A
06-May-97,West Ham,Newcastle,0,0,D,0,0,D
06-May-97,Wimbledon,Liverpool,2,1,H,1,0,H
07-May-97,Leicester,Sheffield Weds,1,0,H,0,0,D
08-May-97,Blackburn,Middlesbrough,0,0,D,0,0,D
08-May-97,Man United,Newcastle,0,0,D,0,0,D
11-May-97,Aston Villa,Southampton,1,0,H,1,0,H
11-May-97,Blackburn,Leicester,2,4,A,1,1,D
11-May-97,Derby,Arsenal,1,3,A,1,0,H
11-May-97,Everton,Chelsea,1,2,A,0,2,A
11-May-97,Leeds,Middlesbrough,1,1,D,0,0,D
11-May-97,Man United,West Ham,2,0,H,1,0,H
11-May-97,Newcastle,Nott'm Forest,5,0,H,4,0,H
11-May-97,Sheffield Weds,Liverpool,1,1,D,0,0,D
11-May-97,Tottenham,Coventry,1,2,A,1,2,A
11-May-97,Wimbledon,Sunderland,1,0,H,0,0,D
